Store Number,Store Name,Customer Segment,Address,County,Store Longitude,Store Latitude
5089,MOS MINI MART,Big Spenders,"614, E ERIE ST",HARRISON,-95.88691,41.5564
5718,CASEY'S GENERAL STORE #1303,Big Spenders,111 N. 3RD AVENUE,MARSHALL,-92.90803,42.05144
5007,BROTHER'S MARKET / DENVER,Big Spenders,1022 SKYLAR STREET,BREMER,-92.33628,42.66171
4248,FAREWAY STORES #021 / SHELDON,Big Spenders,2603 PARK ST,O'BRIEN,-95.82142,43.18605
4554,KUM & GO #229 / SIOUX CITY,Big Spenders,1821 HAMILTON BLVD,WOODBURY,-96.41682,42.51026
4759,WALGREENS #10855 / WATERLOO,Need Attention,1850 LOGAN AVE,BLACK HAWK,-92.33758,42.52712
5931,THRIFTWAY / LA PORTE CITY,Big Spenders,304 4TH ST,BLACK HAWK,-92.19048,42.31609
4728,WALGREENS #05077 / IOWA CITY,Big Spenders,2214 MUSCATINE AVE,JOHNSON,-91.50289,41.64954
4584,J & C GROCERY / DUMONT,Big Spenders,611 MAIN ST,BUTLER,-92.97297,42.75055
4500,CASEY'S GENERAL STORE #2788 / NORTH LIBERTY,Big Spenders,595 N KANSAS AVE,JOHNSON,-91.63695,41.7519
5627,CASEY'S GENERAL STORE #2275 / SIOUX CITY,Big Spenders,1000 RIVERSIDE BLVD,WOODBURY,-96.4675,42.497
5863,K-ZAR INC - WATERLOO,Big Spenders,1761 INDEPENDENCE AVENUE,BLACK HAWK,-92.30251,42.49841
5934,CITY LIQUOR / IOWA CITY,Need Attention,425 S GILBERT ST,JOHNSON,-91.53027,41.65603
6284,CASEY'S #3962 / SIOUX CITY,Big Spenders,1419 HAMILTON BOULEVARD,WOODBURY,-96.41669,42.5059
5368,CASEY'S GENERAL STORE # 2169/ INDEPENDENCE,Big Spenders,816 1ST ST. WEST,BUCHANAN,-91.90363,42.46861
5567,KUM & GO #3504 / IOWA CITY,Big Spenders,1310 S GILBERT ST,JOHNSON,-91.53203,41.64612
5866,HOMETOWN FAMILY MARKET,Big Spenders,310 2ND ST,TAMA,-92.71643,42.18766
3942,TWIN TOWN LIQUOR,Champions,104 HIGHWAY 30 WEST,TAMA,-92.57943,41.98595
10048,KWIK STAR #1156 / OELWEIN,Need Attention,1350 INDUSTRIAL PARK DR.,FAYETTE,-91.90872,42.66293
4396,"TRUNCK'S COUNTRY FOODS, INC.",Big Spenders,606 GRUNDY AVE,GRUNDY,-92.60139,42.3257
6074,HILL COUNTRY CONVENIENCE STORE / COLESBURG,Big Spenders,317 MAIN ST,DELAWARE,-91.20197,42.63898
5619,CASEY'S GENERAL STORE #3041 / ELK RUN HEIGHTS,Big Spenders,5202 LAFAYETTE RD,BLACK HAWK,-92.25791,42.46905
6091,HAWKEYE LIQUOR & TOBACCO / IOWA CITY,Big Spenders,601 HOLLYWOOD BLVD STE 1,JOHNSON,-91.52723,41.64376
4770,CASEY'S GENERAL STORE #3080 / HUDSON,Big Spenders,"354, E ELDORA RD",BLACK HAWK,-92.44932,42.4096
5775,CASEY'S GENERAL STORE #1378 / JESUP,Big Spenders,1330 6TH ST,BUCHANAN,-92.06338,42.46921
2567,HY-VEE DRUGSTORE / DAVENPORT,Champions,2200 WEST KIMBERLY,SCOTT,-90.6093,41.56016
4233,FAREWAY STORES #815 / CRESCO,Big Spenders,112 S ELM ST,HOWARD,-92.11683,43.37164
5973,CASEY'S GENERAL STORE #1908 / INDIANOLA,Big Spenders,507 S JEFFERSON WAY,WARREN,-93.55828,41.35551
6221,HY-VEE DOLLAR FRESH / ORANGE CITY,Champions,1301 8TH STREET SOUTHEAST,SIOUX,-96.04148,42.99752
5232,CASEY'S GENERAL STORE #27  /  AUDUBO,Big Spenders,400 MARKET ST,AUDUBON,-94.93394,41.71987
5202,CASEY'S GENERAL STORE #2900 / GILBER,Need Attention,"115, 25TH  AVE",BLACK HAWK,-92.2187,42.42417
10105,OELWEIN LIQUORS LLC / OELWEIN,Big Spenders,1011 SOUTH FREDERICK AVENUE,FAYETTE,-91.91357,42.66324
5979,CASEY'S GENERAL STORE #2665 / WOODBINE,Big Spenders,602 LINCOLNWAY ST,HARRISON,-95.70314,41.7384
5884,CASEY'S GENERAL STORE #3439 / LIME SPRINGS,Big Spenders,14046 45TH ST,HOWARD,-92.29625,43.45077
4444,KUM & GO #4127 / SLOAN,Big Spenders,1864 HWY 141,WOODBURY,-96.23464,42.22839
5498,6 CORNERS GAS & GRUB,Need Attention,300 EAST ST,FAYETTE,-91.66603,42.7457
5317,CASEY'S GENERAL STORE # 2653 / TOLEDO,Big Spenders,113 HWY 30 WEST,TAMA,-92.58069,41.98658
5412,CASEY'S GENERAL STORE # 1029/ TAMA,Big Spenders,1207 STATE STREET,TAMA,-92.57681,41.97071
5378,CASEY'S GENERAL STORE # 2543/ ALBION,Big Spenders,201 S MAIN ST.,MARSHALL,-92.99005,42.11023
5277,CUBBY'S ONAWA,Big Spenders,2715 IOWA AVE,MONONA,-96.12493,42.02693
5582,CASEY'S GENERAL STORE #1398 / ROLAND,Big Spenders,201 E MAPLE,STORY,-93.50007,42.1664
4756,WALGREENS #03196 / MARSHALLTOWN,Need Attention,5 E ANSON,MARSHALL,-92.91163,42.03817
4938,PRONTO MARKET,Big Spenders,201 S MAIN ST,BUCHANAN,-91.90554,42.61533
6180,BREW OIL #11 / BOYDEN,Big Spenders,1010 SOUTHERN ST.,SIOUX,-96.00125,43.18624
4836,KUM & GO #52 / IOWA CITY,Need Attention,25 W BURLINGTON ST,JOHNSON,-91.53724,41.6579
4498,SPEEDE SHOP / WINTHROP,Big Spenders,744 220TH STREET,BUCHANAN,-91.73904,42.46842
6043,CASEY'S GENERAL STORE #3904 / MANNING,Big Spenders,351 6TH ST,CARROLL,-95.05898,41.90661
4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,Big Spenders,916 E MAIN ST,MARSHALL,-92.89662,42.04921
5603,CASEY'S GENERAL STORE #2480 / CHARLES CITY,Big Spenders,1105 BLUNT PKWY,FLOYD,-92.67319,43.06674
6276,KWIK STAR #1160 / LE MARS,Big Spenders,321 5TH AVE SW,PLYMOUTH,-96.17377,42.78877
5519,CASEY'S GENERAL STORE #3648 / AKRON,Big Spenders,80 SOUTH ST,PLYMOUTH,-96.56297,42.82309
5872,THE SNACK SHACK / WATERLOO,Need Attention,4335 TEXAS ST,BLACK HAWK,-92.30699,42.45311
5609,CASEY'S GENERAL STORE #2682 / OELWEIN,Big Spenders,105 1ST AVE SE,FAYETTE,-91.91201,42.67666
2707,HY-VEE FAST AND FRESH - URBANDALE,Big Spenders,9915 DOUGLAS AVE,POLK,-93.75539,41.62943
5613,CASEY'S GENERAL STORE #2624 / MANCHESTER,Big Spenders,1413 N FRANKLIN ST,DELAWARE,-91.45796,42.50264
5612,CASEY'S GENERAL STORE #66 / LAPORTE CITY,Big Spenders,402 HWY 218 N,BLACK HAWK,-92.19643,42.3191
6026,MOD / KEOKUK,Big Spenders,3345 MAIN ST,LEE,-91.40628,40.41783
5502,CASEY'S GENERAL STORE #3566 / PELLA,Big Spenders,509 MAIN ST,MARION,-92.91649,41.4035
4689,WALGREENS #11759 / FORT MADISON,Need Attention,2639 AVENUE L,LEE,-91.34404,40.62698
5992,CASEY'S GENERAL STORE #1894 / SPENCER,Need Attention,800 S GRAND AVE,CLAY,-95.14392,43.13002
4387,KUM & GO #117 / SPIRIT LAKE,Big Spenders,300 18TH ST,DICKINSON,-95.09457,43.423
5750,CASEY'S GENERAL STORE #2920 / ANKENY,Big Spenders,1010 SE NATIONAL DR,POLK,-93.58201,41.70518
5021,KUM & GO #608 / OKOBOJI,Big Spenders,1001 SANBORN AVE,DICKINSON,-95.12935,43.38217
2700,HY-VEE DOLLAR FRESH - EMMETSBURG,Champions,3402 MAIN STREET,PALO ALTO,-94.69414,43.11194
5761,CASEY'S GENERAL STORE #1315 / ARNOLDS PARK,Big Spenders,357 HWY 71 S,DICKINSON,-95.13854,43.36305
4726,WALGREENS #07454 / ANKENY,Big Spenders,901 N ANKENY BLVD,POLK,-93.60025,41.73904
10049,JEFFS FOODS REMSEN / REMSEN,Big Spenders,306 S WASHINGTON ST,PLYMOUTH,-95.97335,42.81334
10059,VALENTINA MEXICAN GROCERY STORE / EAGLE GROVE,Need Attention,223 WEST BROADWAY STREET,WRIGHT,-93.90426,42.66409
5978,CASEY'S GENERAL STORE #2460 / ALGONA,Big Spenders,1414 N MAIN ST,KOSSUTH,-94.21777,43.08171
4899,GRAETTINGER MARKET,Big Spenders,"124, W ROBINS ST",PALO ALTO,-94.75173,43.23778
5792,CASEY'S GENERAL STORE #2672 / SANBORN,Need Attention,510 W 7TH ST,O'BRIEN,-95.66152,43.18598
4499,CASEY'S GENERAL STORE #1316 / MILFORD,Big Spenders,510 OKOBOJI AVE,DICKINSON,-95.14998,43.32009
5069,CASEY'S GENERAL STORE #1705 / LAKE M,Big Spenders,101 N LAKE ST,WINNEBAGO,-93.53249,43.41961
4405,KUM & GO #92 / ANKENY,Big Spenders,1025 E 1ST ST,POLK,-93.5816,41.73107
6168,BREW OIL #32 / SPENCER,Big Spenders,15 GRAND AVE,CLAY,-95.14447,43.13847
5796,CASEY'S GENERAL STORE #1541 / WEST BEND,Need Attention,316 2ND AVE NE,PALO ALTO,-94.44299,42.96567
4854,CASEY'S GENERAL STORE #3029 / ARMSTRONG,Big Spenders,"307, S 4TH AVE",EMMET,-94.48294,43.39274
6103,BREW OIL #50 / HARTLEY,Big Spenders,361 3RD ST NW,O'BRIEN,-95.48152,43.18486
5302,YESWAY STORE # 10034/ BELMOND,Big Spenders,112 RIVER AVE S,WRIGHT,-93.61679,42.8452
6292,JET STOP DENMARK / DENMARK,Need Attention,603 ACADEMY AVE.,LEE,-91.33593,40.74173
6098,BREW OIL #40 / SPENCER,Big Spenders,1001 S GRAND AVE,CLAY,-95.14374,43.12753
5677,YESWAY STORE #1198 / SWEA CITY,Need Attention,101 4TH AVE W,KOSSUTH,-94.30773,43.38496
6296,JET STOP / FAIRFIELD,Big Spenders,120 EAST BURLINGTON AVENUE,JEFFERSON,-91.96149,41.00664
4777,CASEY'S GENERAL STORE #3730 / PAULLINA,Big Spenders,222 NORTH CLARK STREET,O'BRIEN,-95.68472,42.98246
5826,CASEY'S GENERAL STORE #2595 / KEOKUK,Big Spenders,326 MAIN ST,LEE,-91.38226,40.39475
6259,HY-VEE #3 GAS / IOWA CITY,Need Attention,1103 NORTH DODGE STREET,JOHNSON,-91.52049,41.67556
5977,CASEY'S GENERAL STORE #2305 / BELMOND,Big Spenders,303 RIVER AVE S,WRIGHT,-93.6168,42.84379
5098,BEST FOOD MART 3  LLC,Champions,1621 UNIVERSITY AVE,POLK,-93.63986,41.60042
5568,CASEY'S GENERAL STORE #2478 / NEW SHARON,Big Spenders,205 S MAIN ST,MAHASKA,-92.65148,41.46826
10093,CASEY'S #6117 / COUNCIL BLUFFS,Big Spenders,1759 MADISON AVENUE,POTTAWATTAMIE,-95.82467,41.24298
10095,CASEY'S #6122 / COUNCIL BLUFFS,Champions,3434 NEBRASKA AVENUE,POTTAWATTAMIE,-95.9008,41.24495
5923,CASEY'S GENERAL STORE #2694 / PELLA,Big Spenders,2421 WASHINGTON ST,MARION,-92.95144,41.41036
5316,BROTHER'S MARKET/ SIGOURNEY,Big Spenders,118 SOUTH MAIN STREET,KEOKUK,-92.20518,41.33304
10090,WEST SECOND BP / OTTUMWA,Big Spenders,1049 WEST 2ND STREET,WAPELLO,-92.42511,41.0282
6027,EDDYVILLE TRAVEL PLAZA BP,Big Spenders,500 S MERINO AVE,WAPELLO,-92.6287,41.15442
6152,HAWKEYE SMOKE SHOP / FAIRFIELD,Big Spenders,53 N COURT ST,JEFFERSON,-91.96249,41.00727
10117,OASIS WINE AND SPIRITS - WINTERSET,Champions,53 EAST GREEN STREET,MADISON,-94.01312,41.33639
6294,BATAVIA BP / BATAVIA,Need Attention,100 1ST STREET,JEFFERSON,-92.16455,41.00097
5628,SUPER CONVENIENCE STORE,Big Spenders,2547 2ND AVENUE,POTTAWATTAMIE,-95.88414,41.2598
4279,KEOTA EAGLE FOODS,Big Spenders,217 E BROADWAY,KEOKUK,-91.95272,41.36387
5985,CASEY'S GENERAL STORE #2350 / OSKALOOSA,Need Attention,1902 S MARKET ST,MAHASKA,-92.64498,41.27802
5833,CASEY'S GENERAL STORE #1546 / FREMONT,Need Attention,203 E MAIN ST,MAHASKA,-92.43533,41.21258
5398,CASEY'S GENERAL STORE # 2272/COLFAX,Big Spenders,1203 N WALNUT,JASPER,-93.24716,41.68714
4522,CASEY'S GENERAL STORE #2523 / MONROE,Big Spenders,201 RALPH ST,JASPER,-93.09978,41.5089
4627,CASEY'S GENERAL STORE #1388 / SULLY,Big Spenders,807 1ST ST,JASPER,-92.84431,41.58109
6007,CASEY'S GENERAL STORE #1910 / JOHNSTON,Big Spenders,6110 MERLE HAY RD,POLK,-93.6977,41.67158
4608,CASEY'S GENERAL STORE #3050 / COUNCIL BLUFFS,Big Spenders,"510, 23RD AVE",POTTAWATTAMIE,-95.85214,41.2652
4660,HILL BROTHERS JIFFY MART / CEDAR RAPIDS,Potential Loyalist,1904 MT VERNON ROAD SE,LINN,-91.6425,41.97718
4795,WALGREENS #00359 / DES MOINES,Big Spenders,2545 E EUCLID AVE,POLK,-93.56868,41.62714
4853,KUM & GO #62 / JOHNSTON,Big Spenders,6130 NW 86TH ST,POLK,-93.73647,41.67181
6176,MINI-MART / CEDAR FALLS,Champions,1420 WEST 1ST STREET,BLACK HAWK,-92.46283,42.53779
2691,HY-VEE FAST & FRESH - DES MOINES,Champions,5801 HICKMAN ROAD,POLK,-93.69815,41.61488
10025,HY-VEE FAST AND FRESH #4 (7583) / URBANDALE,Big Spenders,14200 DOUGLAS AVENUE,POLK,-93.81436,41.62932
5816,CASEY'S GENERAL STORE #2916 / ALTOONA,Potential Loyalist,170 36TH AVE SW,POLK,-93.50931,41.64919
4734,WALGREENS #04973 / URBANDALE,Big Spenders,7000 DOUGLAS AVE,POLK,-93.71272,41.62938
4491,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,Big Spenders,3349 MT VERNON RD SE,LINN,-91.61906,41.97685
5142,SMOKIN' JOE'S #13 TOBACCO AND LIQUOR OUTLET,Potential Loyalist,2315 MT VERNON RD SE,LINN,-91.63359,41.97697
2723,HY-VEE GAS / JOHNSTON,Big Spenders,5902 MERLE HAY ROAD,POLK,-93.6983,41.66783
4512,METRO MART #4 / WATERLOO,Big Spenders,2332 FALLS AVE.,BLACK HAWK,-92.37635,42.50015
5747,CASEY'S GENERAL STORE #3201 / COUNCIL BLUFFS,Big Spenders,701 32ND AVE,POTTAWATTAMIE,-95.8533,41.22791
5484,CASEY'S GENERAL STORE #3610 / CEDAR FALLS,Big Spenders,1225 FOUNTAINS WAY,BLACK HAWK,-92.46036,42.49796
5780,CASEY'S GENERAL STORE #2630 / CEDAR FALLS,Big Spenders,5226 UNIVERSITY AVE,BLACK HAWK,-92.42083,42.50979
6278,ADVENTURELAND / ALTOONA,Potential Loyalist,305 34TH AVE NW,POLK,-93.50311,41.65322
5860,KUM & GO #0217 -AMES,Big Spenders,3111 SOUTH DUFF AVENUE,STORY,-93.61019,41.99478
4436,KUM & GO #216  AMES,Big Spenders,203 WELCH AVE,STORY,-93.65013,42.02123
10023,HY-VEE FAST AND FRESH #3 (7592) / WEST DES MOINES,Big Spenders,300 GRAND AVENUE,POLK,-93.70584,41.58271
5887,CASEY'S GENERAL STORE #2392 / JOHNSTON,Big Spenders,5340 NW BEAVER DR,POLK,-93.68459,41.65748
5058,KUM & GO #542 / URBANDALE,Big Spenders,11989 HICKMAN RD,POLK,-93.78291,41.61555
2686,HY-VEE GAS - PLEASANT HILL,Need Attention,4910 MAPLE DR.,POLK,-93.51693,41.59796
6017,CASEY'S GENERAL STORE #2458 / MASON CITY,Need Attention,1361 12TH ST NW,CERRO GORDO,-93.22143,43.16281
5539,CASEY'S GENERAL STORE #1901 / DES MOINES,Big Spenders,2541 NW 66TH AVE,POLK,-93.65275,41.68038
4520,CASEY'S GENERAL STORE #2842 / HUXLEY,Big Spenders,902 N HWY 69,STORY,-93.6071,41.90118
5808,CASEY'S GENERAL STORE #1373 / BONDURANT,Potential Loyalist,302 2ND ST NE,POLK,-93.45939,41.70297
5981,CASEY'S GENERAL STORE #3244 / URBANDALE,Big Spenders,3750 111TH STREET,POLK,-93.77202,41.62867
5960,CASEY'S GENERAL STORE #1938 / ALTOONA,Big Spenders,3348 8TH ST SW,POLK,-93.5026,41.64355
4960,AJ'S LIQUOR III,Big Spenders,2401 A CHAMBERLAIN ST,STORY,-93.64896,42.02142
2841,CVS PHARMACY #8532 / CEDAR RAPIDS,Need Attention,2711 MOUNT VERNON RD,LINN,-91.62747,41.97693
6063,CASEY'S GENERAL STORE #2406 / PLEASANT HILL,Potential Loyalist,1125 N HICKORY BLVD,POLK,-93.51705,41.60013
4496,B P ON 1ST,Potential Loyalist,"2824, 1ST AVE NE",LINN,-91.63482,42.00586
5879,HOMETOWN FOODS - CONRAD,Need Attention,119 N MAIN ST,GUTHRIE,-92.87457,42.22521
5748,CASEY'S GENERAL STORE #1887 / CEDAR FALLS,Big Spenders,2425 CENTER ST,BLACK HAWK,-92.45601,42.55839
2708,HY-VEE FAST AND FRESH - WINDSOR HEIGHTS,Big Spenders,7220 HICKMAN RD,POLK,-93.7175,41.61466
5282,YESWAY STORE # 10019/ MASON CITY,Need Attention,1224 FEDERAL AVE N,CERRO GORDO,-93.20109,43.16336
4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,Big Spenders,480 7TH AVE,LINN,-91.60509,42.03334
4107,FAREWAY STORES #384 / BOONE,Champions,1711 HAWKEYE DR,BOONE,-93.86766,42.03735
6311,LIGHTNING LIQUOR AND SMOKE SHOP - BURLINGTON,Big Spenders,624 ANGULAR STREET,DES MOINES,-91.10756,40.80241
4414,KUM & GO #1046 / NEOLA,Potential Loyalist,29356 298TH ST,POTTAWATTAMIE,-95.61243,41.43889
5056,COUNCIL BLUFFS SINCLAIR,Need Attention,1305 N 25TH STREET,POTTAWATTAMIE,-95.88122,41.27363
6273,HY-VEE GAS #2 / BURLINGTON,Need Attention,3120 AGENCY STREET,DES MOINES,-91.13612,40.81465
4267,MAIN STREET MARKET OF ANITA,Need Attention,735 MAIN ST,CASS,-94.76535,41.44487
5585,CASEY'S GENERAL STORE #2544 / NEW LONDON,Big Spenders,710 S PINE ST,HENRY,-91.40684,40.9205
5654,TEQUILA WINE & SPIRITS / KALONA,Need Attention,316 B AVENUE,WASHINGTON,-91.70801,41.48313
4313,FAREWAY STORES #940 / ATLANTIC,Potential Loyalist,301 POPLAR ST,CASS,-95.0144,41.40823
5545,CASEY'S GENERAL STORE #91 / DALLAS CENTER,Potential Loyalist,1202 SUGAR GROVE AVE,DALLAS,-93.95895,41.68824
4362,KUM & GO #135 / POLK CITY,Need Attention,303 W BROADWAY ST,POLK,-93.71396,41.7719
5437,GREAT PASTIMES / MONTICELLO,Big Spenders,228 N MAIN ST.,JONES,-91.18339,42.24015
6254,HY-VEE FAST AND FRESH / MARION,Big Spenders,2790 7TH AVENUE,LINN,-91.58237,42.03321
5723,CASEY'S GENERAL STORE #2538-WAUKEE,Potential Loyalist,20 W. HICKMAN RD,DALLAS,-93.87297,41.61489
10083,KWIK STAR #1189 / DE SOTO,Need Attention,1200 GUTHRIE ST,DALLAS,-94.0126,41.53759
5229,CASEY'S GENERAL STORE #3422 / NORWAL,Big Spenders,"500, NORTH AVE",WARREN,-93.68301,41.47539
4721,WALGREENS #05044 / BURLINGTON,Need Attention,3245 AGENCY ST,DES MOINES,-91.14054,40.81486
4424,CIRCLE K #4706601 / BURLINGTON,Big Spenders,1012 MAPLE ST,DES MOINES,-91.11228,40.80456
5342,CASEY'S GENERAL STORE # 3509/ CARTER LAKE,Big Spenders,1650 E LOCUST ST,POTTAWATTAMIE,-95.91012,41.28493
5912,JMC SUPERMARKET / PERRY,Big Spenders,605 1ST AVE,DALLAS,-94.10656,41.83358
5851,CASEY'S GENERAL STORE #74 - MORNING SUN,Need Attention,618 S CHURCH STREET,LOUISA,-91.25445,41.0905
4857,WESTLAND FAST BREAK,Big Spenders,1108 W AGENCY RD,DES MOINES,-91.16951,40.81182
5583,CASEY'S GENERAL STORE #2498 / WAPELLO,Big Spenders,710 HWY 61 N,LOUISA,-91.19585,41.18568
5696,CASEY'S #1025 /KALONA,Big Spenders,601 EAST AVENUE,WASHINGTON,-91.70442,41.48584
5782,CASEY'S GENERAL STORE #3606,Big Spenders,5150 100TH STREET,POLK,-93.75592,41.6542
10082,STOP AND SHOP LIQUOR LLC / ANKENY,Big Spenders,409 SOUTH ANKENY BOULEVARD,POLK,-93.60042,41.72768
5467,CASEY'S GENERAL STORE #95 / DEXTER,Big Spenders,803 STATE ST,DALLAS,-94.22762,41.51811
5332,CASEY'S GENERAL STORE # 3507/ GRIMES,Potential Loyalist,951 SE GATEWAY DR.,POLK,-93.77678,41.68067
3065,MONTEZUMA SUPER VALU,Big Spenders,201 S FRONT ST,POWESHIEK,-92.52724,41.58415
5422,THE DEPOT MONTEZUMA LLC,Big Spenders,100 S. FRONT ST.,POWESHIEK,-92.52724,41.58521
5081,CASEY'S GENERAL STORE #3035 / ATLANT,Potential Loyalist,701 POPLAR ST,CASS,-95.01445,41.40375
6282,JET STOP NEW LONDON / NEW LONDON,Need Attention,301 WEST MAIN STREET,HENRY,-91.40455,40.92595
4417,KUM & GO #76 / ADAIR,Big Spenders,109 S 5TH ST,ADAIR,-94.64347,41.49568
5580,CASEY'S GENERAL STORE #2 / BOONE,Big Spenders,114 MAMIE EISENHOWER,BOONE,-93.89198,42.05956
6309,KEYSTONE MINI MART / KEYSTONE,Need Attention,407 5TH STREET EAST,BENTON,-92.19937,42.00339
5896,CASEY'S GENERAL STORE #1126 / WYOMING,Big Spenders,204 E MAIN ST,JONES,-91.00376,42.0589
5387,CASEY'S GENERAL STORE # 3054/ WEBSTER CITY,Big Spenders,700 SUPERIOR STREET,HAMILTON,-93.81588,42.46902
5409,CASEY'S GENERAL STORE # 2179/ WAUKEE,Potential Loyalist,1995 SE UNIVERSITY,DALLAS,-93.83415,41.60043
6317,HY-VEE FAST AND FRESH #2 / GRIMES,Potential Loyalist,1701 SOUTHEAST 37TH STREET,POLK,-93.77401,41.65854
5044,CASEY'S GENERAL STORE #3202 / CRESCE,Potential Loyalist,"111, MORMON BRIDGE RD",POTTAWATTAMIE,-95.85894,41.36197
5574,CASEY'S GENERAL STORE #2760 / MARION,Big Spenders,975 S 11TH ST,LINN,-91.5982,42.02094
4605,KUM & GO #509 / MARION,Big Spenders,1203 BLAIRS FERRY RD,LINN,-91.62495,42.03241
4575,CASEY'S GENERAL STORE #2304 / SLATER,Big Spenders,200 6TH AVE,STORY,-93.67978,41.87785
5350,CASEY'S GENERAL STORE # 3562/ MARION,Big Spenders,680 LINDALE DR.,LINN,-91.62132,42.03377
4701,WALGREENS #11193 / BOONE,Need Attention,310 STORY ST,BOONE,-93.88,42.05912
6004,CASEY'S GENERAL STORE #2659 / COLUMBUS JUNCTION,Big Spenders,201 E ACCESS RD,BLACK HAWK,-91.35693,41.28025
5891,CASEY'S GENERAL STORE #2786 / DES MOINES,Potential Loyalist,5150 NE 14TH ST,POLK,-93.60118,41.65368
6056,CASEY'S GENERAL STORE #2770 / MARION,Need Attention,2020 7TH AVE,LINN,-91.59005,42.0333
6106,SPEEDY GAS N SHOP / COUNCIL BLUFFS,Potential Loyalist,2024 5TH AVE,POTTAWATTAMIE,-95.8751,41.25756
6051,CASEY'S GENERAL STORE #1712 / SHENANDOAH,Potential Loyalist,605 S FREMONT ST,PAGE,-95.3851,40.76141
5787,CASEY'S GENERAL STORE #2699 / ESSEX,Potential Loyalist,1482 STATE HWY 48,PAGE,-95.29964,40.84211
4531,CASEY'S GENERAL STORE #2626 / AFTON,Potential Loyalist,501 N DOUGLAS ST,UNION,-94.19761,41.03151
6028,CASEY'S GENERAL STORE #2686 / FORT DODGE,Potential Loyalist,3327 5TH AVE S.,WEBSTER,-94.1442,42.50126
5925,FREDRICKSBURG FOOD CENTER,Potential Loyalist,100 W MAIN ST,CHICKASAW,-92.19948,42.96511
5558,CASEY'S GENERAL STORE #1280 / FORT DODGE,Potential Loyalist,1133 S 22ND ST,WEBSTER,-94.16786,42.49188
5724,CASEY'S GENERAL STORE #3772,Potential Loyalist,105 SOUTH 18TH STREET,APPANOOSE,-92.86793,40.73233
2523,HY-VEE FOOD STORE (1058) / CENTERVILLE,Champions,609 N 18TH,APPANOOSE,-92.86798,40.73778
3849,HARTIG DRUG CO #6 / DYERSVILLE,Big Spenders,711  16TH AVE SE,DUBUQUE,-91.11615,42.47034
4510,CASEY'S GENERAL STORE #1007 / MALVERN,Potential Loyalist,701 MAIN ST,MILLS,-95.58516,41.00546
5513,RICHMOND & FERRY BP,Potential Loyalist,720 RICHMOND AVE,WAPELLO,-92.43251,41.00727
5544,CASEY'S GENERAL STORE #2834 / LENOX,Potential Loyalist,501 N BROOKS ST,TAYLOR,-94.56527,40.88492
4573,CASEY'S GENERAL STORE #1330 / HAMBURG,Potential Loyalist,1211 WASHINGTON ST,FREMONT,-95.65459,40.60512
4708,NO FRILLS SUPERMARKETS #803 / GLENWOOD,Big Spenders,423 SHARP ST,MILLS,-95.74284,41.04631
4596,QUIK TRIP #534 / E UNIVERSITY DM,Potential Loyalist,2945 E UNIVERSITY,POLK,-93.55889,41.6001
5697,CASEY'S #3770 - GLENWOOD,Potential Loyalist,601 S LOCUST STREET,MILLS,-95.7445,41.04049
6016,CASEY'S GENERAL STORE #2467 / CLARINDA,Potential Loyalist,318 E WASHINGTON STREET,PAGE,-95.0348,40.73927
4937,ROCSTOP,Potential Loyalist,1310 W SHERIDAN AVE,PAGE,-95.38465,40.76586
6265,KC STORE / STRATFORD,Potential Loyalist,810 IA-175,HAMILTON,-93.92734,42.2678
4585,CASEY'S GENERAL STORE #2561 / FARLEY,Big Spenders,"306, 1ST ST SW",DUBUQUE,-91.00616,42.43979
5459,CASEY'S GENERAL STORE #1653 / CORNING,Potential Loyalist,204 6TH ST,ADAMS,-94.73143,40.98805
4824,CASEY'S GENERAL STORE #3852 / CRESTON,Potential Loyalist,107 W TAYLOR ST,UNION,-94.36172,41.04919
4042,LAKE OHANA MARKET / MINEOLA,Potential Loyalist,23226 CENTRE DR,MILLS,-95.7428,41.13025
4972,QUILLINS QUALITY FOODS MONONA,Potential Loyalist,808 S MAIN ST,CLAYTON,-91.38979,43.04459
6093,CASEY'S #2741 / SIDNEY,Potential Loyalist,901 INDIANA ST,FREMONT,-95.6465,40.74852
4811,CASEY'S GENERAL STORE #1327 / LOVILIA,Potential Loyalist,1807 HWY 5 S,MONROE,-92.90656,41.13519
5479,CASEY'S GENERAL STORE #3534 / CLERMONT,Big Spenders,74 MILL STREET,FAYETTE,-91.65838,42.99744
5831,CASEY'S GENERAL STORE #1828 / WEBSTER CITY,Big Spenders,1300 2ND ST,HAMILTON,-93.83579,42.46955
5300,YESWAY STORE # 10013/ OTTUMWA,Big Spenders,534 CHURCH ST,WAPELLO,-92.41969,41.00859
5216,CASEY'S GENERAL STORE #2683  /  RUNN,Big Spenders,"6301, SE 116TH ST",POLK,-93.35789,41.52236
4324,DAYTON COMMUNITY GROCERY,Need Attention,22 NORTH MAIN,WEBSTER,-94.06847,42.26168
5549,CASEY'S GENERAL STORE #2515 / DAYTON,Potential Loyalist,307 3RD ST NW,WEBSTER,-94.07243,42.26452
5767,CASEY'S GENERAL STORE #1678 / OTTUMWA,Potential Loyalist,346 RICHMOND AVE,WAPELLO,-92.42834,41.00613
